source_id,identifier,title,authors,journal_or_office,publication_date,source_file_name,source_type
SRC_0330,P55201,,Thompson K.A.,Biochem. Biophys. Res. Commun.,1994,UniProt,UniProt
SRC_0331,Q80TL4,,Okazaki N.,DNA Res.,2003,UniProt,UniProt
SRC_0332,,CHIMERIC ANTIGEN RECEPTORS AND METHODS FOR USE,,WO,2018-01-18,142-388-691-661-820.txt,Patent
SRC_0333,20220204589,SERUM ALBUMIN-BINDING FIBRONECTIN TYPE III DOMAINS,,US,2022-06-30,144-127-760-298-293.txt,Patent
SRC_0334,10442851,Serum albumin-binding fibronectin type III domains,,US,2019-10-15,127-696-094-700-167.txt,Patent
SRC_0335,20200048328,SERUM ALBUMIN-BINDING FIBRONECTIN TYPE III DOMAINS,,US Patent Application,2020-02-13,149-220-343-181-463.txt,Literature
SRC_0336,EP3572424,SERUMALBUMINBINDENDE FIBRONECTIN-TYP-III-DOMÄNEN,,EP,2019-11-27,003-229-581-144-218.txt,Patent
SRC_0337,10.1128/JVI.00421-18,A Novel gp41-Binding Adnectin with Potent Anti-HIV Activity Is Highly Synergistic when Linked to a CD4-Binding Adnectin,"David Wensel, Yongnian Sun, Jonathan Davis, Zhufang Li, Sharon Zhang, Thomas McDonagh, David Fabrizio, Mark Cockett, Mark Krystal",Journal of Virology,July 2018,Wensel 等 - 2018 - A novel gp41-binding adnectin with potent anti-HIV activity is highly synergistic when linked to a C.pdf,Literature
SRC_0338,11434275,Fast-off rate serum albumin binding fibronectin type III domains,,US,2022-09-06,104-319-182-727-839.txt,Patent
SRC_0339,10787498,Fibronectin type III domain proteins with enhanced solubility,,US,2020-09-29,109-139-319-423-806.txt,Patent
SRC_0340,10.1016/j.ymthe.2017.07.009,Adnectin-Based Design of Chimeric Antigen Receptor for T Cell Engineering,"Xiaolu Han, Gunce E. Cinay, Yifan Zhao, Yunfei Guo, Xiaoyang Zhang, and Pin Wang",Molecular Therapy,November 2017,Han 等 - 2017 - Adnectin-based design of chimeric antigen receptor for T cell engineering.pdf,Literature
SRC_0341,10787498,Fibronectin type III domain proteins with enhanced solubility,,US,2020-09-29,109-139-319-423-806.txt,Patent
SRC_0342,10.1016/j.ymthe.2017.07.009,Adnectin-Based Design of Chimeric Antigen Receptor for T Cell Engineering,"Xiaolu Han, Gunce E. Cinay, Yifan Zhao, Yunfei Guo, Xiaoyang Zhang, and Pin Wang",Molecular Therapy,November 2017,Han 等 - 2017 - Adnectin-based design of chimeric antigen receptor for T cell engineering.pdf,Literature
SRC_0343,Q84WM7,,Theologis A.,Nature,2000,UniProt,UniProt
SRC_0344,Q2UHL4,,Kitamoto N.,Appl. Microbiol. Biotechnol.,1998,UniProt,UniProt
SRC_0345,O74213,,Kauppinen S.,,MAR-1998,UniProt,UniProt
SRC_0346,P26214,,Bussink H.J.D.,FEBS Lett.,1990,UniProt,UniProt
SRC_0347,Q9P359,,Nagai M.,Biosci. Biotechnol. Biochem.,2000,UniProt,UniProt
SRC_0348,US8431359,Nucleic acids encoding polypeptide inhibitors of human plasmin derived from the Kunitz domains,,US,2013-04-30,187-911-969-708-416.txt,Patent
SRC_0349,7919462,Inhibitors of human plasmin derived from the Kunitz domains,,US,2011-04-05,145-533-702-526-833.txt,Patent
SRC_0350,US6423498,Variegated Kunitz domain peptide library and uses thereof,,US,2002-07-23,097-905-622-861-653.txt,Patent
SRC_0351,8663629,"Kallikrein-binding ""kunitz domain"" proteins and analogues thereof",,US,2014-03-04,113-640-040-542-510.txt,Patent
SRC_0352,EP 2233498,"Kalikrein-hemmende Kunitzdomänenproteine und Nukleinsäuren, die diese codieren",,EP,2010-09-29,170-906-279-133-252.txt,Patent
SRC_0353,US6333402,"Kallikrein-binding ""Kunitz domain"" proteins and analogues thereof",,US,2001-12-25,127-174-942-596-078.txt,Patent
SRC_0354,5994125,"Kallikrein-inhibiting ""Kunitz Domain"" proteins and analogues thereof",,US,1999-11-30,142-319-829-929-342.txt,Patent
SRC_0355,20090036365,INHIBITORS OF HUMAN PLASMIN DERIVED FROM THE KUNITZ DOMAINS,,US,2009-02-05,180-320-299-435-359.txt,Patent
SRC_0356,20080255025,Protease inhibition,,US,2008-10-16,163-807-230-339-076.txt,Patent
SRC_0357,20030165896,Inhibitors of human plasmin derived from the kunitz domains,,US,2003-09-04,139-656-533-321-732.txt,Patent
SRC_0358,P0A722,,Coleman J.,J. Bacteriol.,1988,UniProt,UniProt
SRC_0359,Q6NYK3,,,,FEB-2004,UniProt,UniProt
SRC_0360,2KQ8_1,,"He, Y., Mills, J.L., Wu, Y., Eletsky, A., Wang, H., Ciccosanti, C., Hamilton, K., Acton, T.B., Xiao, R., Everett, J.K., Montelione, G.T., Szyperski, T.","Solution NMR structure of a domain from BT9727_4915 from Bacillus thuringiensis, Northeast Structural Genomics Consortium Target BuR95A",,PDB,PDB
SRC_0361,Q5MFV8,,Jiang L.,Plant Cell,2005,UniProt,UniProt
SRC_0362,P0C8W3,,Schwartz E.F.,BMC Genomics,2007,UniProt,UniProt
SRC_0363,WO 2019008335,SCAFFOLD PROTEINS,,WO,2019-01-10,118-901-867-543-700.txt,Patent
SRC_0364,20200181239,SCAFFOLD PROTEINS,,US,2020-06-11,099-157-797-250-274.txt,Patent
SRC_0365,US 20230097573,NEONATAL FC RECEPTOR BINDING AFFIMERS,,US,2023-03-30,188-746-080-479-364.txt,Patent
SRC_0366,US20230272011,SERUM ALBUMIN-BINDING POLYPEPTIDES,,US,2023-08-31,121-441-230-029-96X.txt,Patent
SRC_0367,20200181239,SCAFFOLD PROTEINS,,US,2020-06-11,099-157-797-250-274.txt,Patent
SRC_0368,P0C5I2,,Ning B.,Eur. J. Biochem.,2000,UniProt,UniProt
SRC_0369,Q6DBU5,,,,JUL-2004,UniProt,UniProt
SRC_0370,P60590,,Ono S.,Toxicon,2011,UniProt,UniProt
SRC_0371,D2Y2D1,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0372,D2Y232,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0373,D2Y233,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0374,D2Y1X6,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0375,D2Y1X8,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0376,D2Y2D3,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0377,D2Y2D2,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0378,D2Y2D7,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0379,D2Y1Y0,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0380,D2Y1Y2,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0381,D2Y1Y3,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0382,B1P1E2,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0383,P86716,,Vassilevski A.A.,FEBS J.,2013,UniProt,UniProt
SRC_0384,A0A6P3CW73,,Mourao C.B.F.,J. Med. Chem.,2020,UniProt,UniProt
SRC_0385,P0DMJ5,,Gladkikh I.,Mar. Drugs,2012,UniProt,UniProt
SRC_0386,B2G331,,Andreev Y.A.,J. Biol. Chem.,2008,UniProt,UniProt
SRC_0387,Q8GCB2,,Berensmeier S.,Appl. Microbiol. Biotechnol.,2004,UniProt,UniProt
SRC_0388,A0A0G3F8Z3,,Mikov A.N.,Sci. Rep.,2015,UniProt,UniProt
SRC_0389,P39116,,Nasser W.,FEBS Lett.,1993,UniProt,UniProt
SRC_0390,A0A2K5EXC5,,,,MAY-2025,UniProt,UniProt
SRC_0391,Q9U655,,Conticello S.G.,Mol. Biol. Evol.,2001,UniProt,UniProt
SRC_0392,X5IWS1,,Dutertre S.,Nat. Commun.,2014,UniProt,UniProt
SRC_0393,A0A384E129,,Sousa S.R.,Sci. Rep.,2018,UniProt,UniProt
SRC_0394,P01522,,Colledge C.J.,Toxicon,1992,UniProt,UniProt
SRC_0395,P05484,,Lewis R.J.,J. Biol. Chem.,2000,UniProt,UniProt
SRC_0396,Q46079,,Tkalec A.L.,Appl. Environ. Microbiol.,2000,UniProt,UniProt
SRC_0397,Q94CB1,,Salanoubat M.,Nature,2000,UniProt,UniProt
SRC_0398,Q6ZPI0,,Okazaki N.,DNA Res.,2003,UniProt,UniProt
SRC_0399,Q5E9T7,,Harhay G.P.,BMC Genomics,2005,UniProt,UniProt
SRC_0400,Q92613,,Szelei J.,J. Steroid Biochem. Mol. Biol.,2000,UniProt,UniProt
SRC_0401,Q6IE82,,Okazaki N.,DNA Res.,2003,UniProt,UniProt
SRC_0402,P0DJ46,,Zhao R.,BMC Genomics,2010,UniProt,UniProt
SRC_0403,P0DJ45,,Zhao R.,BMC Genomics,2010,UniProt,UniProt
SRC_0404,P0C589,,Mulvenna J.P.,Structure,2005,UniProt,UniProt
SRC_0405,Q7YT39,,Ostrow K.L.,Toxicon,2003,UniProt,UniProt
SRC_0406,Q9BWX1,,Xiao J.,Biochem. Biophys. Res. Commun.,2002,UniProt,UniProt
SRC_0407,Q9FM79,,Francis K.E.,Plant Physiol.,2006,UniProt,UniProt
SRC_0408,P49126,,Krapcho K.J.,Insect Biochem. Mol. Biol.,1995,UniProt,UniProt
SRC_0409,B1P1F7,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0410,B1P1D9,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0411,P0C247,,Liao Z.,Biochemistry,2006,UniProt,UniProt
SRC_0412,B1P1E0,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0413,B1P1E3,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0414,B1P1E1,,Chen J.,Cell. Mol. Life Sci.,2008,UniProt,UniProt
SRC_0415,P0C1A7,,Lojkowska E.,Mol. Microbiol.,1995,UniProt,UniProt
SRC_0416,Q01172,,Kusters-Van Someren M.A.,Curr. Genet.,1991,UniProt,UniProt
SRC_0417,A0A485NYD4,,Alioto T.,,JAN-2019,UniProt,UniProt
SRC_0418,Q7SXB5,,,,AUG-2003,UniProt,UniProt
SRC_0419,Q5HZN9,,,,JAN-2005,UniProt,UniProt
SRC_0420,Q5U5E5,,,,OCT-2006,UniProt,UniProt
SRC_0421,10.1021/cb300680c,Antibody-Mimetic Ligand Selected by mRNA Display Targets DC-SIGN for Dendritic Cell-Directed Antigen Delivery,"Liang Xiao, Kuo-Chan Hung, Terry T. Takahashi, Kye-Il Joo, Matthew Lim, Richard W. Roberts, and Pin Wang",ACS Chemical Biology,"February 21, 2013",Xiao 等 - 2013 - Antibody-mimetic ligand selected by mRNA display targets DC-SIGN for dendritic cell-directed antigen.pdf,Literature
SRC_0422,10.1021/cb800069c,"mRNA Display Selection of a High-Affinity, Modification-Specific Phospho-IκBα-Binding Fibronectin","C. Anders Olson, Hsiang-I Liao, Ren Sun, and Richard W. Roberts",ACS Chem Biol.,2008 August 15,"Olson 等 - 2008 - mRNA display selection of a high-affinity, modification-specific phospho-IkappaBalpha-binding fibron.pdf",Literature
SRC_0423,Q922H4,,Carninci P.,Science,2005,UniProt,UniProt
SRC_0424,P0C1A9,,Laurent F.,Gene,1993,UniProt,UniProt
SRC_0425,Q93Z04,,Vogel J.P.,Plant Cell,2002,UniProt,UniProt
SRC_0426,Q9WYR4,,Nelson K.E.,Nature,1999,UniProt,UniProt
SRC_0427,12351619,Serum albumin-binding fibronectin type III domains and uses thereof,,US,2025-07-08,163-058-559-439-843.txt,Patent
SRC_0428,010-357-754-709-388,SERUM ALBUMIN-BINDING FIBRONECTIN TYPE III DOMAINS AND USES THEREOF,,US,2023-02-09,010-357-754-709-388.txt,Patent
SRC_0429,5L2H_1,,"Goldberg, S.D., Cardoso, R.M., Lin, T., Spinka-Doms, T., Klein, D., Jacobs, S.A., Dudkin, V., Gilliland, G., O'Neil, K.T.",Engineering a targeted delivery platform using Centyrins.,2016,PDB,PDB
SRC_0430,20210108201,FN3 Domain-siRNA Conjugates and Uses Thereof,,US,2021-04-15,061-936-011-751-784.txt,Patent
SRC_0431,WO/2019/018402,ANTIGEN BINDING REGIONS AGAINST FIBRONECTIN TYPE III DOMAINS AND METHODS OF USING THE SAME,,WO,2019-01-24,001-039-634-633-796.txt,Patent
SRC_0432,11096998,Chimeric antigen receptors comprising BCMA-specific fibronectin type III domains and uses thereof,,US,2021-08-24,125-865-431-094-770.txt,Patent
SRC_0433,US 20230330239,EPCAM BINDING FIBRONECTIN TYPE III DOMAINS,,US,2023-10-19,145-311-697-122-91X.txt,Patent
SRC_0434,20220370626,FN3 Domain-siRNA Conjugates and Uses Thereof,,US,2022-11-24,111-731-407-357-671.txt,Patent
SRC_0435,7T82_4,,"Buckley, P.T., Chan, R., Fernandez, J., Luo, J., Lacey, K.A., DuMont, A.L., O'Malley, A., Brezski, R.J., Zheng, S., Malia, T., Whitaker, B., Zwolak, A., Payne, A., Clark, D., Sigg, M., Lacy, E.R., Kornilova, A., Kwok, D., McCarthy, S., Wu, B., Morrow, B., Nemeth-Seay, J., Petley, T., Wu, S., Strohl, W.R., Lynch, A.S., Torres, V.J.",Multivalent human antibody-centyrin fusion protein to prevent and treat Staphylococcus aureus infections.,2023,PDB,PDB
SRC_0436,WO/2019/118818,TARGETING WITH FIBRONECTIN TYPE III LIKE DOMAIN MOLECULES,,WO,2019-06-20,108-048-826-319-835.txt,Patent
SRC_0437,20210145976,CD71 BINDING FIBRONECTIN TYPE III DOMAINS,,US,2021-05-20,149-624-921-581-479.txt,Patent
SRC_0438,7T87_5,,"Buckley, P.T., Chan, R., Fernandez, J., Luo, J., Lacey, K.A., DuMont, A.L., O'Malley, A., Brezski, R.J., Zheng, S., Malia, T., Whitaker, B., Zwolak, A., Payne, A., Clark, D., Sigg, M., Lacy, E.R., Kornilova, A., Kwok, D., McCarthy, S., Wu, B., Morrow, B., Nemeth-Seay, J., Petley, T., Wu, S., Strohl, W.R., Lynch, A.S., Torres, V.J.",Multivalent human antibody-centyrin fusion protein to prevent and treat Staphylococcus aureus infections.,2023,PDB,PDB
SRC_0439,12239710,FN3 domain-siRNA conjugates and uses thereof,,US,2025-03-04,022-909-962-041-878.txt,Patent
SRC_0440,Q8RXK7,,Mayer K.F.X.,Nature,1999,UniProt,UniProt
SRC_0441,O00253,,Shutter J.R.,Genes Dev.,1997,UniProt,UniProt
SRC_0442,O22149,,Lin X.,Nature,1999,UniProt,UniProt
SRC_0443,,,,,,ExternalAPI,Literature
SRC_0444,P40881,,Alber B.E.,Proc. Natl. Acad. Sci. U.S.A.,1994,UniProt,UniProt
SRC_0445,Q5BA93,,Galagan J.E.,Nature,2005,UniProt,UniProt
SRC_0446,P0DJ50,,Chen Z.,PLoS ONE,2013,UniProt,UniProt
SRC_0447,D8KY58,,Qiu Y.,Toxicon,2013,UniProt,UniProt
SRC_0448,A5K4Z2,,Carlton J.M.,Nature,2008,UniProt,UniProt
SRC_0449,Q9UPP1,,Kikuno R.,DNA Res.,1999,UniProt,UniProt
SRC_0450,P70315,,Derry J.M.J.,Genomics,1995,UniProt,UniProt
SRC_0451,Q887Q3,,Buell C.R.,Proc. Natl. Acad. Sci. U.S.A.,2003,UniProt,UniProt
SRC_0452,2010093627,"FIBRONECTIN TYPE III DOMAIN BASED SCAFFOLD COMPOSITIONS, METHODS AND USES",,WO,2010-08-19,099-978-411-864-096.txt,Patent
SRC_0453,20100255056,"Fibronectin Type III Domain Based Scaffold Compositions, Methods And Uses",,US,2010-10-07,059-655-368-965-555.txt,Patent
SRC_0454,Q51371,,Franklin M.J.,J. Bacteriol.,1994,UniProt,UniProt
SRC_0455,Q09908,,Wood V.,Nature,2002,UniProt,UniProt
SRC_0456,O36027,,Zankel T.C.,,DEC-1997,UniProt,UniProt
SRC_0457,A0A179FSI3,,Wang G.,PLoS Pathog.,2016,UniProt,UniProt
SRC_0458,A0AB34FYY5,,Tang P.,,JAN-2023,UniProt,UniProt
SRC_0459,A0A179H858,,Wang G.,,JAN-2016,UniProt,UniProt
SRC_0460,10.1016/j.jbc.2021.100447,Mutational and biophysical robustness in a prestabilized monobody,"Peter G. Chandler, Li Lynn Tan, Benjamin T. Porebski, James S. Green, Blake T. Riley, Sebastian S. Broendum, David E. Hoke, Robert J. Falconer, Trent P. Munro, Malcolm Buckle, Colin J. Jackson, Ashley M. Buckle",J. Biol. Chem.,2021,Chandler 等 - 2021 - Mutational and biophysical robustness in a prestabilized monobody.pdf,Literature
SRC_0461,Q7X6Y7,,Theologis A.,Nature,2000,UniProt,UniProt
SRC_0462,10.1038/s41467-024-54902-x,Generating a mirror-image monobody targeting MCP-1 via TRAP display and chemical protein synthesis,"Gosuke Hayashi, Toshinori Naito, Sayaka Miura, Naoya Iwamoto, Yusuke Usui, Mika Bando-Shimizu, Sae Suzuki, Katsuaki Higashi, Motohiro Nonaka, Shinya Oishi & Hiroshi Murakami",Nature Communications,2024,Hayashi 等 - 2024 - Generating a mirror-image monobody targeting MCP-1 via TRAP display and chemical protein synthesis.pdf,Literature
SRC_0463,J7QLC0,,Glaser P.,Mol. Microbiol.,1988,UniProt,UniProt
SRC_0464,P07268,,Nakahama K.,Nucleic Acids Res.,1986,UniProt,UniProt
SRC_0465,,,,,,ExternalAPI,Literature
SRC_0466,Q00001,,Suykerbuyk M.E.G.,Appl. Microbiol. Biotechnol.,1995,UniProt,UniProt
SRC_0467,P56676,,Diao J.,Toxicon,2003,UniProt,UniProt
SRC_0468,G5E8P1,,Church D.M.,PLoS Biol.,2009,UniProt,UniProt
SRC_0469,Q6AXW4,,,Genome Res.,2004,UniProt,UniProt
SRC_0470,5OHV_2,,"Michel, M.A., Swatek, K.N., Hospenthal, M.K., Komander, D.",Ubiquitin Linkage-Specific Affimers Reveal Insights into K6-Linked Ubiquitin Signaling.,2017,PDB,PDB
SRC_0471,5OHL_1,,"Michel, M.A., Swatek, K.N., Hospenthal, M.K., Komander, D.",Ubiquitin Linkage-Specific Affimers Reveal Insights into K6-Linked Ubiquitin Signaling.,2017,PDB,PDB
SRC_0472,D8VPP5,,Salamanca G.,FEBS J.,2010,UniProt,UniProt
SRC_0473,Q9SMY7,,Mayer K.F.X.,Nature,1999,UniProt,UniProt
SRC_0474,Q922R5,,Okazaki N.,DNA Res.,2003,UniProt,UniProt
SRC_0475,Q7ZX60,,,,JAN-2003,UniProt,UniProt
SRC_0476,Q5Y171,,Sivak J.M.,,AUG-2004,UniProt,UniProt
SRC_0477,A0A7M4FMF5,,,,MAY-2025,UniProt,UniProt
SRC_0478,A0A671E351,,Koepfli K.P.,Annu Rev Anim Biosci,2015,UniProt,UniProt
SRC_0479,F1MH60,,Rosen B.D.,,MAR-2018,UniProt,UniProt
SRC_0480,A6HP93,,Saitoh A.,,OCT-2003,UniProt,UniProt
SRC_0481,H0WS48,,Di Palma F.,,MAR-2011,UniProt,UniProt
SRC_0482,A0A2I3G9A9,,,,OCT-2012,UniProt,UniProt
SRC_0483,Q7Z699,,King J.A.J.,Biochem. J.,2005,UniProt,UniProt
SRC_0484,H2NMS8,,Wilson R.K.,,FEB-2008,UniProt,UniProt
SRC_0485,A0A2R9B5A1,,Prufer K.,Nature,2012,UniProt,UniProt
SRC_0486,A0A5F9D424,,Lindblad-Toh K.,Nature,2011,UniProt,UniProt
SRC_0487,Q924S8,,Wakioka T.,Nature,2001,UniProt,UniProt
SRC_0488,E2GMY6,,Gibbs R.A.,Science,2007,UniProt,UniProt
SRC_0489,A0A6P5PBM9,,,,APR-2025,UniProt,UniProt
SRC_0490,Q03173,,Sazuka T.,Biochim. Biophys. Acta,1992,UniProt,UniProt
SRC_0491,Q64GL0,,Wanner S.J.,Gene Expr. Patterns,2005,UniProt,UniProt
SRC_0492,Q9UI08,,Ohta S.,,MAR-1998,UniProt,UniProt
SRC_0493,P70429,,Gertler F.B.,Cell,1996,UniProt,UniProt
SRC_0494,Q5TJ65,,Schirenbeck A.,Proc. Natl. Acad. Sci. U.S.A.,2006,UniProt,UniProt
SRC_0495,P50552,,Haffner C.,EMBO J.,1995,UniProt,UniProt
SRC_0496,P70460,,Zimmer M.,Genomics,1996,UniProt,UniProt
SRC_0497,P50551,,Haffner C.,EMBO J.,1995,UniProt,UniProt
SRC_0498,Q2TA49,,,,DEC-2005,UniProt,UniProt
SRC_0499,Q54KD9,,Eichinger L.,Nature,2005,UniProt,UniProt
SRC_0500,Q9LIQ6,,Kaneko T.,DNA Res.,2000,UniProt,UniProt
SRC_0501,Q66JG9,,Sivak J.M.,,AUG-2004,UniProt,UniProt
SRC_0502,A3DHD2,,Copeland A.,,FEB-2007,UniProt,UniProt
SRC_0503,,,,,,ExternalAPI,Literature
SRC_0504,Q8CCJ9,,Carninci P.,Science,2005,UniProt,UniProt
SRC_0505,B3H578,,Theologis A.,Nature,2000,UniProt,UniProt
SRC_0506,Q47474,,Shevchik V.E.,Mol. Microbiol.,1996,UniProt,UniProt
SRC_0507,A0A286Y312,,Lindblad-Toh K.,Nature,2011,UniProt,UniProt
SRC_0508,P87233,,Wood V.,Nature,2002,UniProt,UniProt
SRC_0509,Q7YZH1,,Voas M.G.,Genetics,2003,UniProt,UniProt
SRC_0510,,,,,,ExternalAPI,Literature
SRC_0511,P00987,,Wu P.-F.,Biochem. J.,1998,UniProt,UniProt
SRC_0512,G9I929,,Bohlen C.J.,Nature,2011,UniProt,UniProt
SRC_0513,P00989,,Wu P.-F.,Biochem. J.,1998,UniProt,UniProt
SRC_0514,A8Y7P1,,Guo C.T.,Peptides,2013,UniProt,UniProt
SRC_0515,H6VC06,,Cheng A.C.,J. Biol. Chem.,2012,UniProt,UniProt
SRC_0516,A8Y7P3,,Guo C.,,NOV-2006,UniProt,UniProt
SRC_0517,A8Y7P4,,Guo C.,,NOV-2006,UniProt,UniProt
SRC_0518,H6VC05,,Cheng A.C.,J. Biol. Chem.,2012,UniProt,UniProt
SRC_0519,P00991,,Zupunski V.,FEBS Lett.,2003,UniProt,UniProt
SRC_0520,C1IC50,,Tsai H.-Y.,Toxicon,2008,UniProt,UniProt
SRC_0521,Q5ZPJ7,,Cheng Y.-C.,Biochim. Biophys. Acta,2005,UniProt,UniProt
SRC_0522,I2G9B4,,Morjen M.,Matrix Biol.,2013,UniProt,UniProt
SRC_0523,P00992,,Zupunski V.,FEBS Lett.,2003,UniProt,UniProt
SRC_0524,Q90WA1,,Filippovich I.,Br. J. Haematol.,2002,UniProt,UniProt
SRC_0525,B7S4N9,,Earl S.T.,,NOV-2006,UniProt,UniProt
SRC_0526,O08816,,Fukuoka M.,Gene,1997,UniProt,UniProt
SRC_0527,B6RLX2,,He Y.-Y.,Peptides,2008,UniProt,UniProt
SRC_0528,P82966,,He Y.-Y.,,OCT-2007,UniProt,UniProt
SRC_0529,Q94251,,,Science,1998,UniProt,UniProt
SRC_0530,Q9NSC5,,Xiao B.,Neuron,1998,UniProt,UniProt
SRC_0531,Q9Z2X5,,Kato A.,,DEC-1998,UniProt,UniProt
SRC_0532,Q99JP6,,Church D.M.,PLoS Biol.,2009,UniProt,UniProt
SRC_0533,Q9XJP3,,Chua J.E.H.,Microbiology,1999,UniProt,UniProt
SRC_0534,Q5SP90,,Howe K.,Nature,2013,UniProt,UniProt
SRC_0535,Q6IN85,,Nagase T.,,NOV-2002,UniProt,UniProt
SRC_0536,Q3C2P8,,Saitoh A.,,OCT-2003,UniProt,UniProt
SRC_0537,B3KPL5,,Ota T.,Nat. Genet.,2004,UniProt,UniProt
SRC_0538,P31489,,Skurnik M.,Mol. Microbiol.,1989,UniProt,UniProt
SRC_0539,H0YMN8,,Lander E.S.,Nature,2001,UniProt,UniProt
SRC_0540,,,,,,ExternalAPI,Literature
SRC_0541,Q9VFS5,,Adams M.D.,Science,2000,UniProt,UniProt
SRC_0542,A0A8S5QS20,,Tisza M.J.,Proc. Natl. Acad. Sci. U.S.A.,2021,UniProt,UniProt
SRC_0543,P0DN15,,Sabourault C.,BMC Genomics,2009,UniProt,UniProt
SRC_0544,A0A7N9CR98,,Warren W.,,MAR-2013,UniProt,UniProt
SRC_0545,10.1371/journal.pone.0142304,Use of the Nanofitin Alternative Scaffold as a GFP-Ready Fusion Tag,"Simon Huet, Harmony Gorre, Anaëlle Perrocheau, Justine Picot, Mathieu Cinier",PLOS ONE,"November 5, 2015",PO_2015_Use of the nanofitin alternative scaffold as a GFP-ready fusion tag.pdf,Literature
SRC_0546,P31424,,Abe T.,J. Biol. Chem.,1992,UniProt,UniProt
SRC_0547,P83303,,Diao J.,Toxicon,2003,UniProt,UniProt
SRC_0548,Q07181,,Caprari C.,Mycol. Res.,1993,UniProt,UniProt
SRC_0549,Q2MJR0,,King J.A.J.,J. Hepatol.,2006,UniProt,UniProt
SRC_0550,A0A8B7GH37,,Lindblad-Toh K.,,JUL-2007,UniProt,UniProt
SRC_0551,Q9SFB7,,Salanoubat M.,Nature,2000,UniProt,UniProt
SRC_0552,US10844370,Scaffold proteins derived from plant cystatins,,US,2020-11-24,074-285-047-702-170.txt,Patent
SRC_0553,2011035202,UNIVERSAL FIBRONECTIN TYPE III BINDING-DOMAIN LIBRARIES,,WO,2011-03-24,159-157-745-473-876.txt,Patent
SRC_0554,20110124527,UNIVERSAL FIBRONECTIN TYPE III BINDING-DOMAIN LIBRARIES,,US,2011-05-26,056-132-088-745-417.txt,Patent
SRC_0555,2009023184,UNIVERSAL FIBRONECTIN TYPE III BINDING-DOMAIN LIBRARIES,,WO,2009-02-19,046-465-995-264-206.txt,Patent
SRC_0556,20110021746,UNIVERSAL FIBRONECTIN TYPE III BINDING-DOMAIN LIBRARIES,,US,2011-01-27,196-975-676-303-254.txt,Patent
SRC_0557,20140135474,UNIVERSAL FIBRONECTIN TYPE III BINDING-DOMAIN LIBRARIES,,US,2014-05-15,041-120-869-884-580.txt,Patent
SRC_0558,10.1074/jbc.M212152200,Design and Characterization of a Hybrid Miniprotein That Specifically Inhibits Porcine Pancreatic Elastase,"Kai Hilpert, Helga Wessner, Jens Schneider-Mergener, Karin Welfle, Rolf Misselwitz, Heinz Welfle, Andreas C. Hocke, Stefan Hippenstiel, and Wolfgang Hohne",The Journal of Biological Chemistry,2003,Hilpert 等 - 2003 - Design and characterization of a hybrid miniprotein that specifically inhibits porcine pancreatic el.pdf,Literature
SRC_0559,1ZR0_2,,"Schmidt, A.E., Chand, H.S., Cascio, D., Kisiel, W., Bajaj, S.P.",Crystal structure of Kunitz domain 1 (KD1) of tissue factor pathway inhibitor-2 in complex with trypsin. Implications for KD1 specificity of inhibition,2005,PDB,PDB
SRC_0560,9206246,Heparin/heparan sulfate-dependent inhibitors of activated protein C and uses thereof in treating hemophilic disorders,,US,2015-12-08,132-579-298-326-697.txt,Patent
SRC_0561,P00979,,Strydom D.J.,Nature New Biol.,1973,UniProt,UniProt
SRC_0562,P00980,,Joubert F.J.,Hoppe-Seyler's Z. Physiol. Chem.,1980,UniProt,UniProt
SRC_0563,10.3390/ijms19030678,Biochemical and MALDI-TOF Mass Spectrometric Characterization of a Novel Native and Recombinant Cystine Knot Miniprotein from Solanum tuberosum subsp. andigenum cv. Churqueña,"Juliana Cotabarren, Mariana Edith Tellechea, Sebastián Martín Tanco, Julia Lorenzo, Javier Garcia-Pardo, Francesc Xavier Avilés and Walter David Obregón",Int. J. Mol. Sci.,2018,Cotabarren 等 - 2018 - Biochemical and MALDI-TOF mass spectrometric characterization of a novel native and recombinant cyst.pdf,Literature
